sim,sample_size,sensitivity,specificity,misrate,p,p_min,p_max,overall_or,or_t,theta0,theta1_true,theta1,virus
10000,107,0.975,0.975,0.1,0.1232,0.116757150226498,0.129642849773503,0.55496137849079,0.646464646464646,0.925233644859813,0.888888888888889,0.872897196261682,EBV
10000,107,0.975,0.975,0.11,0.1174,0.111089868778618,0.123710131221382,0.556693152674884,0.646464646464646,0.925233644859813,0.888888888888889,0.873242471443406,EBV
10000,107,0.975,0.975,0.12,0.1178,0.111480560614186,0.124119439385814,0.558434386996427,0.646464646464646,0.925233644859813,0.888888888888889,0.87358774662513,EBV
10000,107,0.975,0.975,0.13,0.1135,0.107281871661735,0.119718128338265,0.560185159184355,0.646464646464646,0.925233644859813,0.888888888888889,0.873933021806853,EBV
10000,107,0.975,0.975,0.14,0.1057,0.0996729958617576,0.111727004138242,0.561945547821487,0.646464646464646,0.925233644859813,0.888888888888889,0.874278296988577,EBV
10000,107,0.975,0.975,0.15,0.112,0.105817873679199,0.118182126320801,0.563715632356279,0.646464646464646,0.925233644859813,0.888888888888889,0.874623572170301,EBV
10000,107,0.975,0.975,0.16,0.1091,0.102988480027271,0.115211519972729,0.565495493114777,0.646464646464646,0.925233644859813,0.888888888888889,0.874968847352025,EBV
10000,107,0.975,0.975,0.17,0.1142,0.107965189321483,0.120434810678517,0.567285211312777,0.646464646464646,0.925233644859813,0.888888888888889,0.875314122533748,EBV
10000,107,0.975,0.975,0.18,0.102,0.0960671873402949,0.107932812659705,0.569084869068166,0.646464646464646,0.925233644859813,0.888888888888889,0.875659397715472,EBV
10000,107,0.975,0.975,0.19,0.1041,0.0981134375997436,0.110086562400256,0.570894549413487,0.646464646464646,0.925233644859813,0.888888888888889,0.876004672897196,EBV
10000,107,0.975,0.975,0.2,0.1093,0.103183567493314,0.115416432506686,0.57271433630871,0.646464646464646,0.925233644859813,0.888888888888889,0.87634994807892,EBV
10000,107,0.975,0.975,0.21,0.0956,0.0898358987135423,0.101364101286458,0.574544314654216,0.646464646464646,0.925233644859813,0.888888888888889,0.876695223260644,EBV
10000,107,0.975,0.975,0.22,0.1047,0.0986982208050533,0.110701779194947,0.576384570304002,0.646464646464646,0.925233644859813,0.888888888888889,0.877040498442367,EBV
10000,107,0.975,0.975,0.23,0.1014,0.0954826866853372,0.107317313314663,0.578235190079106,0.646464646464646,0.925233644859813,0.888888888888889,0.877385773624091,EBV
10000,107,0.975,0.975,0.24,0.1022,0.0962620350595055,0.108137964940495,0.580096261781259,0.646464646464646,0.925233644859813,0.888888888888889,0.877731048805815,EBV
